Dia,"Cantidad Cielo cubierto 12:00","Cantidad Cielo cubierto 18:00","Cantidad Cielo cubierto 00:00","Cantidad de cielo cubierto Media diaria ",Humedad Relativa del aire 12:00,"Humedad Relativa del aire 18:00","Humedad Relativa del aire 00:00","Humedad Relativa Del aire Media diaria ",T. Minima,"T.Minima Hora Local",T. Maxima,"T. maxima Hora Local","Temperatura Media diaria","Viento PredominanteDirección","Viento predominante Fuerza","Presion QFE 12","Presion QFE 18","Presion QFE 00","Presion QFE Media diaria ","Precipitación (12-18)","Precipitación (18-00)","Precipitación (00-06)","Precipitación (06-12)","Precipitación Diaria"
1-7-1993,2.0,2.0,6.0,3.3,97.0,77.0,92.0,90.8,6.0,05:00,14.5,14:45,10.3,270,8.4,1011.6,1010.1,1008.6,1010.1,0.7,0.1,0.8,6.6,8.2
2-7-1993,5.0,6.0,7.0,6.0,94.0,81.0,73.0,85.5,7.2,05:30,11.8,19:20,9.7,270,9.3,1006.7,1009.7,1010.1,1008.8,11.5,0.0,3.2,3.4,18.1
3-7-1993,3.0,4.0,1.0,2.7,87.0,82.0,99.0,88.8,8.5,04:00,13.6,11:00,10.6,270,10.7,1015.1,1017.4,1019.6,1017.4,1.0,0.0,0.0,0.0,1.0
4-7-1993,3.0,2.0,2.0,2.3,98.0,82.0,97.0,93.8,4.1,07:40,11.8,15:00,6.8,135,5.0,1020.2,1020.2,1021.1,1020.5,0.0,0.0,0.0,0.0,0.0
5-7-1993,6.0,8.0,8.0,7.3,98.0,77.0,92.0,91.2,4.0,07:30,11.4,14:10,6.8,361,2.5,1022.1,1022.8,1024.1,1023.0,0.3,1.7,1.9,9.8,13.7
6-7-1993,8.0,8.0,8.0,8.0,95.0,95.0,95.0,95.0,10.0,01:00,12.3,18:20,11.0,0,12.3,1025.4,1025.2,1024.3,1025.0,4.9,1.4,2.2,9.3,17.8
7-7-1993,8.0,8.0,8.0,8.0,97.0,96.0,98.0,97.0,11.6,04:00,13.4,17:00,12.1,315,14.7,1018.6,1016.5,1012.9,1016.0,7.0,0.6,12.4,0.3,20.3
8-7-1993,3.0,3.0,2.0,2.7,80.0,55.0,88.0,75.8,9.0,07:20,13.4,14:00,11.6,225,10.3,1016.2,1019.0,1020.4,1018.5,0.0,0.0,0.4,0.0,0.4
9-7-1993,1.0,1.0,0.0,0.7,95.0,64.0,93.0,86.8,3.4,05:45,13.1,13:40,7.5,225,6.9,1021.6,1020.8,1021.8,1021.4,0.0,0.0,0.0,0.0,0.0
10-7-1993,0.0,0.0,1.0,0.3,97.0,63.0,73.0,82.5,1.1,07:00,12.4,13:30,7.0,180,4.7,1024.8,1024.9,1026.4,1025.4,0.0,0.0,0.0,0.0,0.0
11-7-1993,7.0,1.0,0.0,2.7,92.0,65.0,75.0,81.0,1.7,06:10,12.4,15:30,6.3,135,3.2,1027.1,1026.9,1028.0,1027.3,0.0,0.0,0.0,0.0,0.0
12-7-1993,0.0,0.0,0.0,0.0,64.0,35.0,79.0,60.5,3.1,02:30,16.7,15:50,8.5,180,5.9,1023.9,1021.3,1019.4,1021.5,0.0,0.0,0.0,0.0,0.0
13-7-1993,0.0,0.0,0.0,0.0,69.0,52.0,91.0,70.2,2.0,07:20,16.3,15:15,7.7,180,5.7,1017.8,1016.8,1017.9,1017.5,0.0,0.0,0.0,0.0,0.0
14-7-1993,0.0,0.0,0.0,0.0,82.0,60.0,95.0,79.8,2.5,07:30,14.3,15:20,7.4,135,4.9,1017.5,1015.7,1015.9,1016.4,0.0,0.0,0.0,0.0,0.0
15-7-1993,7.0,7.0,0.0,4.7,98.0,79.0,93.0,92.0,1.4,06:15,11.4,16:30,6.0,180,4.6,1016.8,1016.6,1016.7,1016.7,0.0,0.0,0.0,0.0,0.0
16-7-1993,8.0,8.0,8.0,8.0,97.0,95.0,92.0,95.2,2.9,00:30,11.4,19:50,7.7,360,0.0,1016.2,1016.5,1016.7,1016.5,0.0,0.0,3.5,9.3,12.8
17-7-1993,8.0,8.0,8.0,8.0,95.0,96.0,94.0,95.0,10.5,07:00,12.9,13:40,11.7,0,15.2,1017.1,1016.4,1015.8,1016.4,6.4,0.0,0.0,0.0,6.4
18-7-1993,8.0,8.0,8.0,8.0,95.0,95.0,94.0,94.8,12.0,01:00,13.7,14:30,12.5,0,11.5,1013.5,1013.4,1012.5,1013.1,0.3,0.9,21.0,35.4,57.6
19-7-1993,8.0,7.0,3.0,6.0,96.0,87.0,93.0,93.0,12.5,07:50,14.0,15:00,12.7,0,20.0,1011.1,1013.5,1015.7,1013.4,5.4,5.0,0.0,0.0,10.4
20-7-1993,8.0,6.0,7.0,7.0,95.0,81.0,95.0,91.5,8.5,02:20,14.5,14:00,10.9,135,3.5,1018.6,1019.1,1020.4,1019.4,0.3,0.0,0.0,0.0,0.3
21-7-1993,0.0,0.0,0.0,0.0,96.0,65.0,94.0,87.8,4.4,07:10,13.6,16:00,8.8,180,4.8,1019.9,1018.0,1018.2,1018.7,0.0,0.0,0.0,0.0,0.0
22-7-1993,1.0,2.0,1.0,1.3,97.0,64.0,85.0,85.8,2.7,07:45,14.4,14:20,7.4,361,2.5,1019.9,1019.8,1021.9,1020.5,0.0,0.0,0.0,0.0,0.0
23-7-1993,0.0,0.0,0.0,0.0,95.0,49.0,80.0,79.8,1.4,07:10,14.8,16:00,7.9,180,7.1,1024.4,1020.7,1017.9,1021.0,0.0,0.0,0.0,0.0,0.0
24-7-1993,4.0,1.0,1.0,2.0,93.0,61.0,93.0,85.0,0.8,05:15,12.6,15:30,6.6,180,4.2,1016.9,1016.4,1019.3,1017.5,0.0,0.0,0.0,0.0,0.0
25-7-1993,8.0,8.0,8.0,8.0,94.0,67.0,76.0,82.8,2.9,23:00,11.0,15:00,6.6,0,8.6,1020.8,1020.2,1018.1,1019.7,0.0,0.0,0.4,17.3,17.7
26-7-1993,8.0,8.0,5.0,7.0,95.0,90.0,84.0,91.0,8.6,00:30,11.0,13:00,9.6,0,14.1,1011.6,1013.0,1016.6,1013.7,23.1,1.8,0.3,0.0,25.2
27-7-1993,1.0,3.0,0.0,1.3,97.0,67.0,93.0,88.5,1.4,07:30,11.6,16:00,6.4,135,4.0,1022.8,1023.3,1024.5,1023.5,0.0,0.2,0.0,0.0,0.2
28-7-1993,0.0,0.0,0.0,0.0,96.0,58.0,75.0,81.2,-1.0,07:30,12.0,15:30,5.4,180,5.5,1025.9,1023.7,1023.4,1024.3,0.0,0.0,0.0,0.0,0.0
29-7-1993,0.0,0.0,0.0,0.0,40.0,28.0,55.0,40.8,4.4,06:00,17.1,16:10,9.9,135,7.6,1023.2,1022.2,1022.5,1022.6,0.0,0.0,0.0,0.0,0.0
30-7-1993,2.0,2.0,2.0,2.0,60.0,41.0,88.0,62.2,2.7,07:45,15.4,16:20,9.4,135,6.2,1019.6,1017.0,1015.3,1017.3,0.0,0.0,0.0,0.0,0.0
31-7-1993,4.0,7.0,,,92.0,55.0,89.0,82.0,1.6,07:30,15.0,13:00,7.7,135,5.2,1011.3,1010.3,1011.2,1010.9,0.0,0.0,0.0,0.0,0.0
1-8-1993,7.0,8.0,8.0,7.7,90.0,82.0,91.0,88.2,9.0,07:15,13.7,15:45,10.9,0,15.1,1014.0,1013.1,1013.0,1013.4,0.0,5.3,10.2,0.0,15.5
2-8-1993,8.0,2.0,7.0,5.7,99.0,69.0,89.0,89.0,6.0,06:00,14.7,15:10,10.5,90,8.2,1018.2,1016.1,1012.1,1015.5,0.0,0.0,0.0,0.0,0.0
3-8-1993,8.0,8.0,8.0,8.0,95.0,91.0,95.0,94.0,9.0,21:30,13.2,13:15,11.0,0,19.3,1010.6,1011.9,1015.7,1012.7,0.0,0.8,0.5,0.0,1.3
4-8-1993,1.0,2.0,0.0,1.0,99.0,75.0,91.0,91.0,4.2,06:45,13.6,13:45,9.8,225,9.2,1019.5,1020.3,1021.1,1020.3,0.0,0.0,0.0,0.0,0.0
5-8-1993,1.0,6.0,5.0,4.0,98.0,67.0,93.0,89.0,2.4,07:40,13.6,15:45,7.6,225,10.2,1022.1,1020.5,1020.0,1020.9,0.0,0.0,0.0,0.0,0.0
6-8-1993,7.0,6.0,6.0,6.3,96.0,74.0,90.0,89.0,2.6,03:45,14.0,11:45,8.5,0,13.6,1016.7,1015.2,1014.2,1015.4,0.0,0.1,2.1,0.0,2.2
7-8-1993,3.0,2.0,1.0,2.0,95.0,53.0,84.0,81.8,4.0,07:45,11.3,15:00,9.0,225,8.4,1021.6,1025.3,1026.9,1024.6,0.0,0.0,0.0,0.0,0.0
8-8-1993,0.0,0.0,0.0,0.0,93.0,37.0,75.0,74.5,1.1,07:45,11.4,15:00,5.9,180,6.7,1027.9,1026.0,1025.8,1026.6,0.0,0.0,0.0,0.0,0.0
9-8-1993,0.0,0.0,0.0,0.0,96.0,44.0,79.0,78.8,-1.4,05:00,13.2,16:30,5.3,180,8.0,1024.0,1022.9,1022.2,1023.0,0.0,0.0,0.0,0.0,0.0
10-8-1993,0.0,4.0,1.0,1.7,77.0,52.0,92.0,74.5,1.4,05:00,18.4,17:20,8.7,180,9.0,1020.3,1018.0,1017.2,1018.5,0.0,0.0,0.0,0.0,0.0
11-8-1993,0.0,0.0,6.0,2.0,94.0,59.0,94.0,85.2,3.0,05:45,17.8,13:20,9.0,0,10.1,1015.8,1017.0,1017.9,1016.9,0.0,0.0,0.0,0.0,0.0
12-8-1993,9.0,7.0,8.0,8.0,97.0,76.0,88.0,89.5,7.9,07:50,12.9,14:20,10.0,360,0.0,1019.0,1020.5,1020.5,1020.0,0.0,0.0,0.0,0.0,0.0
13-8-1993,8.0,2.0,8.0,6.0,95.0,65.0,91.0,86.5,7.9,07:50,17.4,13:45,10.2,90,5.8,1017.7,1014.9,1013.9,1015.5,0.0,0.0,0.0,0.0,0.0
14-8-1993,8.0,8.0,4.0,6.7,86.0,96.0,80.0,87.0,9.5,05:20,11.3,13:00,10.5,0,18.2,1012.5,1013.2,1020.5,1015.4,3.6,5.7,0.0,0.0,9.3
15-8-1993,2.0,3.0,0.0,1.7,89.0,49.0,67.0,73.5,3.2,03:45,13.1,15:15,7.7,180,5.7,1027.3,1028.4,1030.0,1028.6,0.0,0.0,0.0,0.0,0.0
16-8-1993,0.0,0.0,0.0,0.0,72.0,51.0,84.0,69.8,2.7,05:00,14.2,15:20,8.0,180,7.3,1028.7,1025.5,1024.9,1026.4,0.0,0.0,0.0,0.0,0.0
17-8-1993,2.0,2.0,1.0,1.7,84.0,55.0,87.0,77.5,4.6,07:40,17.6,15:00,10.1,180,7.9,1021.1,1017.8,1017.9,1018.9,0.0,0.0,0.0,0.0,0.0
18-8-1993,3.0,3.0,3.0,3.0,87.0,52.0,94.0,80.0,2.4,04:30,15.9,15:00,9.1,225,9.2,1018.2,1017.4,1018.2,1017.9,0.0,0.0,0.0,0.0,0.0
19-8-1993,3.0,1.0,3.0,2.3,97.0,59.0,88.0,85.2,5.2,07:00,16.6,16:00,10.3,180,4.6,1018.0,1016.0,1016.6,1016.9,0.0,0.0,0.0,0.0,0.0
20-8-1993,3.0,0.0,0.0,1.0,71.0,57.0,94.0,73.2,5.2,03:40,17.4,14:30,11.0,180,5.4,1015.1,1013.7,1015.9,1014.9,0.0,0.0,0.0,0.0,0.0
21-8-1993,0.0,6.0,8.0,4.7,90.0,84.0,95.0,89.8,5.1,07:40,15.8,11:00,10.7,0,8.9,1016.7,1018.0,1017.1,1017.3,0.0,0.0,0.0,0.0,0.0
22-8-1993,9.0,8.0,8.0,8.3,99.0,93.0,88.0,94.8,5.6,07:30,10.4,19:45,8.8,180,3.2,1016.1,1015.8,1016.8,1016.2,0.0,0.0,0.0,0.0,0.0
23-8-1993,8.0,7.0,8.0,7.7,83.0,68.0,81.0,78.8,9.8,21:45,12.6,16:20,10.8,0,10.6,1017.2,1017.0,1016.1,1016.8,0.0,0.0,0.5,6.4,6.9
24-8-1993,8.0,8.0,8.0,8.0,95.0,95.0,96.0,95.2,9.8,03:00,11.7,16:10,10.4,0,14.6,1013.8,1012.8,1014.9,1013.8,10.6,6.3,4.5,2.5,23.9
25-8-1993,8.0,8.0,8.0,8.0,98.0,94.0,96.0,96.5,11.1,21:00,13.2,13:00,11.8,0,14.2,1016.4,1017.3,1017.1,1016.9,1.1,0.0,0.6,5.6,7.3
26-8-1993,8.0,8.0,8.0,8.0,94.0,94.0,95.0,94.2,11.0,21:20,13.2,12:00,12.3,0,15.1,1017.8,1017.8,1016.7,1017.4,0.3,0.0,0.6,8.3,9.2
27-8-1993,8.0,8.0,8.0,8.0,94.0,97.0,96.0,95.2,11.4,02:30,13.0,15:50,12.1,0,18.1,1011.4,1012.7,1013.4,1012.5,9.8,3.0,2.1,4.0,18.9
28-8-1993,8.0,8.0,8.0,8.0,90.0,78.0,85.0,85.8,6.4,06:45,9.6,16:20,8.1,135,5.5,1014.7,1015.2,1014.8,1014.9,5.0,0.0,0.0,0.0,5.0
29-8-1993,1.0,3.0,2.0,2.0,98.0,61.0,89.0,86.5,2.0,07:00,12.6,16:15,7.2,180,2.4,1014.5,1013.6,1014.6,1014.2,0.0,0.0,0.0,0.0,0.0
30-8-1993,2.0,1.0,0.0,1.0,88.0,40.0,92.0,77.0,4.8,06:20,16.6,14:30,9.7,90,4.3,1018.7,1020.5,1021.4,1020.2,0.0,0.0,0.0,0.0,0.0
31-8-1993,0.0,0.0,,,66.0,36.0,83.0,62.8,2.8,06:45,16.7,12:40,8.7,135,3.7,1018.2,1016.1,1017.6,1017.3,0.0,0.0,0.0,0.0,0.0
1-9-1993,1.0,5.0,5.0,3.7,97.0,59.0,75.0,82.0,1.6,03:00,13.8,13:20,7.1,225,7.0,1019.0,1018.3,1018.1,1018.5,0.0,0.0,0.0,0.0,0.0
2-9-1993,1.0,3.0,7.0,3.7,94.0,60.0,89.0,84.2,2.4,06:00,17.0,12:30,8.7,225,8.4,1018.4,1016.9,1017.3,1017.5,0.0,0.0,0.0,0.0,0.0
3-9-1993,8.0,1.0,8.0,5.7,97.0,69.0,87.0,87.5,2.8,06:20,15.0,16:00,9.8,0,8.0,1018.3,1019.0,1020.6,1019.3,0.0,0.0,2.7,0.5,3.2
4-9-1993,6.0,0.0,0.0,2.0,96.0,77.0,95.0,91.0,9.2,07:45,16.1,17:10,12.7,0,8.1,1020.8,1018.4,1017.9,1019.0,0.0,0.0,0.3,0.3,0.6
5-9-1993,8.0,8.0,2.0,6.0,95.0,87.0,86.0,90.8,9.2,21:30,15.2,13:30,11.5,0,9.8,1015.9,1014.7,1015.9,1015.5,0.3,1.3,2.4,0.9,4.9
6-9-1993,1.0,4.0,2.0,2.3,97.0,61.0,83.0,84.5,6.4,06:30,13.4,14:30,10.1,225,8.0,1020.0,1021.7,1023.4,1021.7,0.0,0.0,0.0,0.0,0.0
7-9-1993,0.0,3.0,0.0,1.0,97.0,53.0,76.0,80.8,3.1,05:20,15.0,14:20,8.8,180,5.1,1023.9,1021.5,1020.6,1022.0,0.0,0.0,0.0,0.0,0.0
8-9-1993,3.0,0.0,0.0,1.0,97.0,68.0,92.0,88.5,2.4,06:30,15.0,15:15,8.8,225,12.4,1020.8,1019.5,1020.2,1020.2,0.0,0.0,0.0,0.0,0.0
9-9-1993,3.0,3.0,5.0,3.7,96.0,65.0,90.0,86.8,3.8,07:00,15.2,15:20,9.3,225,10.1,1020.6,1019.9,1019.5,1020.0,0.0,0.0,0.0,0.0,0.0
10-9-1993,6.0,3.0,0.0,3.0,90.0,64.0,92.0,84.0,5.3,06:40,16.2,15:40,10.3,180,4.2,1018.8,1018.3,1018.6,1018.6,0.0,0.0,0.0,0.0,0.0
11-9-1993,0.0,0.0,0.0,0.0,95.0,50.0,93.0,83.2,5.1,06:30,20.5,14:00,11.8,180,7.2,1017.3,1012.9,1011.9,1014.0,0.0,0.0,0.0,0.0,0.0
12-9-1993,0.0,8.0,8.0,5.3,92.0,86.0,88.0,89.5,7.4,07:30,17.4,09:50,12.0,180,6.2,1011.3,1014.6,1016.5,1014.1,0.0,0.0,0.0,0.0,0.0
13-9-1993,8.0,8.0,8.0,8.0,95.0,72.0,88.0,87.5,11.1,05:00,15.5,12:20,12.8,0,5.7,1022.3,1021.6,1020.7,1021.5,0.0,0.0,0.0,0.0,0.0
14-9-1993,4.0,6.0,3.0,4.3,96.0,64.0,91.0,86.8,6.9,07:30,17.2,12:00,11.8,135,2.9,1016.1,1013.4,1010.6,1013.4,0.0,0.0,0.0,0.0,0.0
15-9-1993,8.0,7.0,7.0,7.3,89.0,74.0,73.0,81.2,5.5,03:30,15.6,15:00,11.2,0,15.1,1011.9,1013.3,1014.0,1013.1,0.0,0.0,0.0,0.0,0.0
16-9-1993,8.0,7.0,8.0,7.7,80.0,80.0,93.0,83.2,8.8,04:30,14.9,14:15,11.9,0,12.9,1014.5,1015.5,1016.5,1015.5,0.0,0.0,0.1,0.1,0.2
17-9-1993,8.0,8.0,8.0,8.0,97.0,93.0,97.0,96.0,11.3,23:00,14.0,16:20,12.3,0,12.1,1016.3,1017.6,1018.4,1017.4,2.3,3.0,0.1,0.0,5.4
18-9-1993,6.0,3.0,4.0,4.3,96.0,67.0,95.0,88.5,9.6,07:30,15.6,14:30,12.7,0,8.0,1017.2,1016.2,1013.9,1015.8,0.0,0.0,0.0,0.0,0.0
19-9-1993,5.0,4.0,5.0,4.7,97.0,58.0,90.0,85.5,3.8,07:20,15.4,14:30,10.3,0,5.6,1013.4,1014.5,1015.5,1014.5,0.0,0.0,0.0,0.0,0.0
20-9-1993,7.0,8.0,1.0,5.3,82.0,63.0,87.0,78.5,7.0,05:45,15.1,12:10,10.2,135,3.4,1017.8,1018.2,1018.0,1018.0,0.0,0.0,0.0,0.0,0.0
21-9-1993,4.0,4.0,7.0,5.0,97.0,52.0,81.0,81.8,4.0,07:15,13.8,15:10,9.0,360,0.0,1015.2,1015.1,1015.5,1015.3,0.0,0.0,0.7,5.3,6.0
22-9-1993,7.0,5.0,5.0,5.7,94.0,56.0,80.0,81.0,5.6,07:00,13.4,13:30,8.9,0,7.4,1017.0,1018.6,1021.6,1019.1,0.7,0.0,0.0,0.0,0.7
23-9-1993,4.0,3.0,0.0,2.3,95.0,61.0,93.0,86.0,2.3,06:50,14.0,15:00,7.9,135,4.3,1024.4,1023.2,1023.9,1023.8,0.0,0.0,0.0,0.0,0.0
24-9-1993,0.0,0.0,0.0,0.0,90.0,48.0,92.0,80.0,2.8,06:20,16.7,15:45,10.1,180,5.2,1022.4,1020.3,1019.6,1020.8,0.0,0.0,0.0,0.0,0.0
25-9-1993,0.0,0.0,0.0,0.0,91.0,57.0,92.0,82.8,6.6,05:00,18.5,14:20,12.6,225,12.8,1018.0,1018.2,1020.2,1018.8,0.0,0.0,0.0,0.0,0.0
26-9-1993,6.0,4.0,2.0,4.0,97.0,66.0,86.0,86.5,6.9,06:00,16.0,15:45,10.8,225,13.5,1022.9,1022.3,1021.0,1022.1,0.0,0.0,0.0,0.0,0.0
27-9-1993,3.0,7.0,0.0,3.3,89.0,85.0,73.0,84.0,9.1,04:10,15.4,14:30,11.9,225,11.1,1018.9,1016.6,1017.8,1017.8,0.0,0.0,0.0,0.0,0.0
28-9-1993,0.0,0.0,0.0,0.0,76.0,50.0,79.0,70.2,4.4,05:50,16.8,13:30,10.1,180,7.3,1017.4,1014.7,1016.0,1016.0,0.0,0.0,0.0,0.0,0.0
29-9-1993,0.0,1.0,0.0,0.3,97.0,61.0,75.0,82.5,0.5,06:30,14.6,16:00,8.5,225,15.1,1016.9,1015.6,1015.2,1015.9,0.0,0.0,0.0,0.0,0.0
30-9-1993,0.0,0.0,,,95.0,56.0,76.0,80.5,1.6,05:30,15.2,14:30,9.0,225,9.0,1015.0,1014.8,1015.9,1015.2,0.0,0.0,0.0,0.0,0.0
1-4-1992,6.0,8.0,7.0,7.0,96.0,84.0,96.0,93.0,10.1,07:30,20.0,12:40,14.9,0,9.1,1013.2,1014.1,1014.8,1014.0,0.0,0.0,0.0,0.0,0.0
2-4-1992,8.0,5.0,8.0,7.0,97.0,85.0,98.0,94.2,14.4,02:00,20.6,13:30,16.7,0,11.8,1014.5,1014.3,1012.5,1013.8,0.4,0.0,0.0,10.3,10.7
3-4-1992,8.0,5.0,3.0,5.3,99.0,64.0,92.0,88.5,14.0,07:50,18.8,14:20,16.2,0,12.2,1010.2,1012.0,1014.0,1012.1,4.6,0.0,0.0,0.0,4.6
4-4-1992,0.0,1.0,0.0,0.3,99.0,59.0,89.0,86.5,8.0,04:00,19.4,14:10,13.4,135,3.3,1017.2,1015.5,1014.2,1015.6,0.0,0.0,0.0,0.0,0.0
5-4-1992,2.0,8.0,0.0,3.3,99.0,90.0,79.0,91.8,4.7,07:30,19.2,12:30,12.1,360,0.0,1015.8,1017.2,1020.8,1017.9,0.1,4.0,0.0,0.0,4.1
6-4-1992,0.0,2.0,0.0,0.7,99.0,49.0,87.0,83.5,5.6,07:30,19.6,14:40,12.4,180,6.5,1024.4,1022.4,1019.5,1022.1,0.0,0.0,0.0,0.0,0.0
7-4-1992,0.0,0.0,0.0,0.0,99.0,52.0,86.0,84.0,6.1,06:40,19.6,14:30,13.0,225,11.0,1013.1,1011.1,1011.6,1011.9,0.0,0.0,0.0,0.0,0.0
8-4-1992,6.0,2.0,7.0,5.0,99.0,49.0,90.0,84.2,6.0,07:45,19.8,13:30,12.8,135,2.7,1016.0,1014.7,1014.5,1015.1,0.0,0.0,0.0,0.0,0.0
9-4-1992,7.0,7.0,8.0,7.3,95.0,87.0,93.0,92.5,11.4,01:30,18.3,14:30,14.4,90,3.0,1011.9,1011.0,1010.3,1011.1,0.1,0.0,0.0,0.0,0.1
10-4-1992,7.0,3.0,4.0,4.7,99.0,50.0,73.0,80.2,8.9,07:40,18.3,14:15,14.1,225,10.1,1011.8,1012.1,1013.4,1012.4,0.0,0.0,0.0,0.0,0.0
11-4-1992,0.0,0.0,0.0,0.0,98.0,45.0,75.0,79.0,3.4,07:40,18.4,15:00,10.8,225,9.3,1015.6,1015.4,1015.9,1015.6,0.0,0.0,0.0,0.0,0.0
12-4-1992,0.0,0.0,0.0,0.0,95.0,51.0,97.0,84.5,6.0,01:30,20.0,16:00,12.1,180,4.3,1016.0,1014.0,1013.0,1014.3,0.0,0.0,0.0,0.0,0.0
13-4-1992,2.0,2.0,0.0,1.3,97.0,66.0,96.0,89.0,7.7,07:30,20.7,15:30,13.2,180,3.8,1012.6,1013.2,1013.3,1013.0,0.0,0.0,0.0,0.0,0.0
14-4-1992,8.0,6.0,6.0,6.7,99.0,81.0,98.0,94.2,6.6,04:20,18.0,14:30,11.8,0,6.0,1013.9,1015.1,1015.4,1014.8,0.0,0.0,0.0,0.0,0.0
15-4-1992,8.0,4.0,1.0,4.3,98.0,63.0,98.0,89.2,11.4,07:50,20.2,14:30,14.6,0,4.7,1015.7,1015.2,1014.8,1015.2,0.0,0.0,0.0,0.0,0.0
16-4-1992,8.0,3.0,7.0,6.0,99.0,66.0,94.0,89.5,10.8,23:00,19.8,14:30,14.6,225,10.6,1013.9,1014.8,1015.0,1014.6,0.0,0.0,0.0,0.0,0.0
17-4-1992,0.0,2.0,7.0,3.0,99.0,55.0,92.0,86.2,8.1,05:15,19.0,13:30,13.5,225,8.0,1015.3,1014.0,1013.7,1014.3,0.0,0.0,0.0,10.0,10.0
18-4-1992,6.0,4.0,3.0,4.3,98.0,69.0,97.0,90.5,8.7,01:30,18.6,13:00,13.7,0,10.1,1014.1,1016.7,1017.3,1016.0,0.0,0.0,2.9,0.0,2.9
19-4-1992,0.0,7.0,0.0,2.3,99.0,49.0,87.0,83.5,5.2,07:00,16.6,15:10,11.8,225,7.4,1020.4,1020.1,1018.7,1019.7,0.0,0.0,0.0,0.3,0.3
20-4-1992,8.0,7.0,7.0,7.3,87.0,55.0,94.0,80.8,8.8,22:30,17.7,14:30,11.9,180,3.9,1015.5,1012.7,1010.0,1012.7,0.0,0.4,0.5,2.4,3.3
21-4-1992,8.0,8.0,3.0,6.3,98.0,85.0,75.0,89.0,10.3,04:30,15.4,12:00,12.9,0,13.4,1004.8,1004.7,1009.5,1006.3,5.4,2.2,5.0,0.0,12.6
22-4-1992,3.0,6.0,7.0,5.3,99.0,65.0,92.0,88.8,6.7,07:45,16.7,13:10,11.4,0,11.0,1018.4,1019.5,1019.3,1019.1,0.0,0.0,0.0,0.9,0.9
23-4-1992,8.0,8.0,8.0,8.0,97.0,98.0,98.0,97.5,12.5,02:00,15.2,12:30,13.2,0,13.5,1015.4,1014.0,1013.2,1014.2,6.5,18.6,0.1,0.0,25.2
24-4-1992,3.0,1.0,5.0,3.0,99.0,61.0,94.0,88.2,4.4,06:30,16.2,13:40,11.2,225,7.2,1016.4,1015.1,1014.1,1015.2,0.0,0.0,0.0,0.0,0.0
25-4-1992,7.0,5.0,7.0,6.3,97.0,60.0,92.0,86.5,5.0,03:00,17.8,14:30,10.3,135,4.5,1011.6,1011.6,1013.1,1012.1,0.0,0.0,0.0,0.0,0.0
26-4-1992,0.0,0.0,1.0,0.3,97.0,50.0,98.0,85.5,7.2,07:40,21.8,14:00,12.6,135,4.4,1014.0,1012.6,1012.1,1012.9,0.0,0.0,0.0,0.0,0.0
27-4-1992,0.0,2.0,5.0,2.3,97.0,65.0,93.0,88.0,8.0,06:40,19.0,13:20,13.2,180,5.2,1011.1,1010.6,1012.0,1011.2,0.0,0.0,0.0,1.6,1.6
28-4-1992,8.0,8.0,6.0,7.3,99.0,99.0,98.0,98.8,11.4,07:00,13.4,13:15,12.6,0,10.7,1013.2,1013.8,1014.0,1013.7,7.1,10.5,0.0,0.0,17.6
29-4-1992,4.0,3.0,2.0,3.0,99.0,60.0,75.0,83.2,4.9,05:20,15.7,14:30,10.1,225,11.6,1016.1,1015.2,1015.9,1015.7,0.0,0.0,0.0,1.5,1.5
30-4-1992,6.0,6.0,,,99.0,76.0,96.0,92.5,3.2,03:00,14.8,13:40,8.7,315,10.3,1016.9,1018.3,1019.3,1018.2,6.2,1.7,0.7,8.7,17.3
1-5-1992,7.0,5.0,1.0,4.3,98.0,80.0,98.0,93.5,10.0,06:00,15.7,14:20,12.3,0,8.9,1020.4,1020.5,1020.2,1020.4,0.0,0.0,0.0,0.0,0.0
2-5-1992,7.0,6.0,8.0,7.0,99.0,89.0,95.0,95.5,9.4,22:00,15.6,14:30,11.9,0,14.8,1014.6,1012.9,1010.2,1012.6,0.7,2.1,11.5,32.0,46.3
3-5-1992,8.0,8.0,8.0,8.0,99.0,99.0,99.0,99.0,11.5,07:40,11.9,19:50,12.4,0,25.3,1006.5,1006.6,1004.7,1005.9,18.0,33.3,25.4,27.7,104.4
4-5-1992,8.0,8.0,8.0,8.0,99.0,99.0,99.0,99.0,11.9,07:30,13.0,12:00,12.6,0,13.4,1002.7,1003.0,1005.1,1003.6,25.4,14.4,0.0,3.2,43.0
5-5-1992,8.0,6.0,2.0,5.3,98.0,72.0,99.0,91.8,9.2,07:00,15.0,15:30,10.6,180,2.9,1004.1,1007.2,1009.6,1007.0,3.0,0.0,0.0,0.1,3.1
6-5-1992,8.0,7.0,3.0,6.0,90.0,67.0,92.0,84.8,9.0,20:00,17.3,15:15,11.9,90,5.5,1009.7,1012.1,1012.8,1011.5,0.2,0.1,0.0,0.0,0.3
7-5-1992,0.0,3.0,8.0,3.7,98.0,80.0,95.0,92.8,8.0,07:00,17.4,12:10,13.2,90,5.1,1010.1,1008.9,1008.5,1009.2,0.0,0.3,1.4,12.6,14.3
8-5-1992,8.0,8.0,6.0,7.3,99.0,97.0,95.0,97.5,13.5,07:00,16.0,12:30,14.5,0,17.3,1007.8,1008.0,1007.1,1007.6,3.6,1.6,0.9,11.1,17.2
